gene_name	ensgene	prize	type	direction	terminal	degree	betweenness	robustness	specificity	leiden_clusters	meta_cluster	source	location	general_process	specific_process	general_function	specific_function	log2FC_prot	log2FC_rna	gene_DS_status	Fig1_plot_group
PRRT2	ENSG00000167371	0.103291832200272	protein	neg	TRUE	1	0	1	0.34	4	Synaptic/ neuron	protein	plasma_membrane	multicellular organismal process	system process	binding	protein binding	-0.331531443602548	-0.0266911237059141	No DS	DEP, no DEG, no DS
TCF25	ENSG00000141002	0.339990565448297	protein	neg	TRUE	5	1.4774340232609001E-3	1	0.02	7	Metabolism	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	-0.831855927743501	-0.550203008994924	No DS	DEP + DEG, no DS
MAPK12	ENSG00000188130	0.254735415244192	protein	pos	TRUE	5	8.5792701884169998E-4	1	0.07	5	Synaptic/ neuron	protein	nucleus	cellular process	cellular response to stimulus	catalytic	transferase	0.651646940306582	0.315298837948692	DS	DEP + DS
LSM6	ENSG00000164167	0.0974757898734803	protein	pos	TRUE	9	3.0066407873655999E-3	0.9	0.05	0	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.319237721802843	0.0644391665048149	No DS	DEP, no DEG, no DS
TES	ENSG00000135269	0.130229459842916	protein	neg	TRUE	3	2.3349945544009999E-4	1	0.06	11	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.388471142727024	-0.157366256600899	DS	DEP + DS
GOPC	ENSG00000047932	0.0942406711741001	protein	neg	TRUE	9	7.0440638376938003E-3	1	0.11	5	Synaptic/ neuron	protein	golgi	localization	macromolecule localization	binding	protein binding	-0.312399454980747	-0.0002990493974865	No DS	DEP, no DEG, no DS
XPR1	ENSG00000143324	0.124872604612148	protein	neg	TRUE	4	1.516277053465867e-05	0.65	0.03	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cell communication	molecular transducer	signaling receptor	-0.37714803257272	-0.180728172009313	No DS	DEP + DEG, no DS
REPS1	ENSG00000135597	0.453944630078115	protein	pos	TRUE	4	1.2953149293369999E-4	1	0.02	9	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular component organization	binding	protein binding	1.0727275531186	-0.241458027954072	No DS	DEP + DEG, no DS
PLXNB2	ENSG00000196576	0.0652091946329324	protein	pos	TRUE	5	9.7779807307929998E-4	0.91	0.04	8	Synaptic/ neuron	protein	extracellular	biological regulation	regulation of biological process	binding	protein binding	0.251033860306906	0.0144854089319041	No DS	DEP, no DEG, no DS
CLCN3	ENSG00000109572	0.178517393190075	protein	neg	TRUE	2	7.053821473282105e-05	1	0.05	5	Synaptic/ neuron	protein	endosome	biological regulation	regulation of biological quality	binding	protein binding	-0.490540279349036	0.153585544318467	No DS	DEP + DEG, no DS
NECAB2	ENSG00000103154	0.26510351193877	protein	neg	TRUE	5	2.4403242881031999E-3	1	0.15	11	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.673562615811285	0.0226352301605377	DS	DEP + DS
GDI1	ENSG00000203879	0.079537125044568	protein	neg	TRUE	13	6.8772552062507002E-3	1	0.07	11	Synaptic/ neuron	protein	cytoplasm	biological regulation	regulation of biological process	molecular function regulator	enzyme regulator	-0.281319676769208	-0.134402586579445	No DS	DEP + DEG, no DS
POLB	ENSG00000070501	0.231962069537202	protein	pos	TRUE	9	2.3507217053569999E-3	1	0.13	3	Nuclear/RBP/TF	protein	cytoskeleton	cellular process	cellular response to stimulus	catalytic	catalytic, acting on DNA	0.603509536752867	0.0088804281093195	No DS	DEP, no DEG, no DS
SLC1A1	ENSG00000106688	0.546500982183547	protein	neg	TRUE	6	5.2482668544697004E-3	1	0.05	12	Autophagy	protein	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	-1.26836953432259	-0.651810785452157	No DS	DEP + DEG, no DS
GMPPA	ENSG00000144591	0.196478378193077	protein	pos	TRUE	5	1.644721368308E-3	1	0.05	12	Autophagy	protein	extracellular	metabolic process	biosynthetic process	binding	protein binding	0.528505503889862	0.109503894609678	No DS	DEP, no DEG, no DS
SNAP25	ENSG00000132639	0.209433886536551	protein	neg	TRUE	13	5.5432719774206997E-3	1	0.03	4	Synaptic/ neuron	protein	protein complex	cellular process	secretion by cell	binding	protein binding	-0.555890348497122	-0.162742015277652	No DS	DEP + DEG, no DS
CRAT	ENSG00000095321	0.103462159845385	protein	neg	TRUE	3	4.2952429437439999E-4	1	0.03	7	Metabolism	protein	peroxisome	cellular process	cellular component organization	catalytic	transferase	-0.331891475487835	-0.314350551970925	No DS	DEP + DEG, no DS
HMGB2	ENSG00000164104	0.0926768526444811	protein	pos	TRUE	9	3.6785028775985001E-3	0.98	0.04	8	Synaptic/ neuron	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.309093916804073	1.38982787653299	No DS	DEP + DEG, no DS
CD200	ENSG00000091972	0.116549943430481	protein	neg	TRUE	2	4.8170604152089998E-4	1	0.07	6	Metabolism	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.359555918304689	-0.128994625313106	No DS	DEP + DEG, no DS
VPS16	ENSG00000215305	0.0842220304847246	protein	neg	TRUE	8	6.9652430814903998E-3	0.99	0.02	11	Synaptic/ neuron	protein	lysosome	localization	establishment of localization	binding	protein binding	-0.291222445852215	0.0211929945560464	No DS	DEP, no DEG, no DS
RAP1B	ENSG00000127314	0.0445456957965113	protein	neg	TRUE	14	1.2710552843055599E-2	1	0.03	2	Metabolism	protein	vesicle	cellular process	cellular response to stimulus	binding	small molecule binding	-0.20735616818742	-0.284264687351726	No DS	DEP + DEG, no DS
TOR2A	ENSG00000160404	0.199508622310664	protein	pos	TRUE	2	2.7700831024930002E-3	1	0.02	3	Nuclear/RBP/TF	protein	ER	cellular process	cellular component organization	binding	drug binding	0.534910714869021	-0.0212080599183545	No DS	DEP, no DEG, no DS
GPM6A	ENSG00000150625	0.160815145601207	protein	neg	TRUE	28	3.91037746398279E-2	1	0.1	4	Synaptic/ neuron	protein	extracellular	developmental process	anatomical structure development	binding	protein binding	-0.453121963790267	0.359457966585626	No DS	DEP + DEG, no DS
FADS2	ENSG00000134824	0.0847318728388788	protein	neg	TRUE	4	1.0085429996856E-3	0.91	0.07	6	Metabolism	protein	ER	metabolic process	cellular metabolic process	catalytic	oxidoreductase	-0.29230013059237	-0.0287304298178551	No DS	DEP, no DEG, no DS
MED1	ENSG00000125686	0.173588127748154	protein	pos	TRUE	15	1.00441651258515E-2	1	0.1	3	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.480120991693454	0.0136362534422351	DS	DEP + DS
MAP4	ENSG00000047849	0.144929428320084	protein	pos	TRUE	3	3.696157241194067e-05	1	0.07	1	Nuclear/RBP/TF	protein	cytoskeleton	cellular process	microtubule-based process	binding	protein binding	0.419543358637537	0.121862718449387	No DS	DEP + DEG, no DS
CNTNAP1	ENSG00000108797	0.159042334248378	protein	neg	TRUE	4	1.1135649454323E-3	1	0.02	6	Metabolism	protein	plasma_membrane	cellular process	cellular developmental process	binding	protein binding	-0.449374664793723	-0.309500567703981	No DS	DEP + DEG, no DS
AP2A2	ENSG00000183020	0.167921552843976	protein	neg	TRUE	11	5.8398650893958003E-3	1	0.11	9	Synaptic/ neuron	protein	vesicle	cellular process	cell communication	binding	protein binding	-0.468143208260166	-0.21704352491076	No DS	DEP + DEG, no DS
CELF5	ENSG00000161082	0.758055062941223	protein	neg	TRUE	1	0	1	0.12	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	-1.71554423978283	-0.887156296250287	DS	DEP + DS
MAP1S	ENSG00000130479	0.142077714918387	protein	neg	TRUE	2	5.06764765457484e-05	1	0.05	0	Nuclear/RBP/TF	protein	cytoskeleton	cellular process	cellular component organization	binding	protein binding	-0.413515518872433	-0.159825408397594	No DS	DEP + DEG, no DS
MBOAT7	ENSG00000125505	0.17006602614559	protein	neg	TRUE	5	2.7539102221516001E-3	1	0.08	6	Metabolism	protein	ER	cellular process	movement of cell or subcellular component	catalytic	transferase	-0.472676111684112	-0.196191427181835	No DS	DEP + DEG, no DS
XXYLT1	ENSG00000173950	0.12956355771928	protein	pos	TRUE	2	1.67155835782E-4	0.99	0.01	2	Metabolism	protein	ER	metabolic process	nitrogen compound metabolic process	binding	ion binding	0.387063584976609	0.0785031841980438	No DS	DEP, no DEG, no DS
SHMT2	ENSG00000182199	0.0838647063326828	protein	neg	TRUE	20	1.3522104587303499E-2	0.85	0.11	9	Synaptic/ neuron	protein	mitochondria	cellular process	cellular component organization	binding	protein binding	-0.290467148096337	0.01055090549668	No DS	DEP, no DEG, no DS
MARK3	ENSG00000075413	0.0844627969358052	protein	neg	TRUE	9	5.0230102582598003E-3	0.69	0.02	8	Synaptic/ neuron	protein	extracellular	cellular process	cell communication	catalytic	transferase	-0.291731368518519	-0.0083311904072168	DS	DEP + DS
DPM1	ENSG00000000419	0.13785291514565	protein	pos	TRUE	6	7.7163215881428E-3	1	0.05	9	Synaptic/ neuron	protein	ER	metabolic process	cellular metabolic process	catalytic	transferase	0.40458530307496	0.164138380834822	No DS	DEP, no DEG, no DS
GUK1	ENSG00000143774	0.0862409155011728	protein	neg	TRUE	1	0	0.98	0.11	5	Synaptic/ neuron	protein	cytoplasm	metabolic process	nitrogen compound metabolic process	catalytic	transferase	-0.295489885692444	-0.0626880254715402	No DS	DEP, no DEG, no DS
RAB18	ENSG00000099246	0.0734003868835429	protein	neg	TRUE	5	1.1137534797523E-3	0.69	0.06	2	Metabolism	protein	ER	cellular process	cellular component organization	binding	small molecule binding	-0.268348080712943	0.0005247902559086	No DS	DEP, no DEG, no DS
CDC42EP4	ENSG00000179604	0.289482984871368	protein	pos	TRUE	7	1.9838076831824999E-3	1	0.08	5	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	0.725094988001251	0.216756370591312	No DS	DEP + DEG, no DS
ZC3H11A	NA	0.169103415615249	protein	pos	TRUE	11	3.3102433905920002E-3	1	0.05	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	organic substance metabolic process	binding	protein binding	0.470641383359155	NA	No DS	NA
SNX4	ENSG00000114520	0.041887891075044	protein	neg	TRUE	7	3.5369821175891998E-3	1	0.04	10	Autophagy	protein	protein complex	localization	establishment of localization	binding	protein binding	-0.201738204973303	-0.261586532374956	No DS	DEP + DEG, no DS
VPS11	ENSG00000160695	0.0569888917458665	protein	neg	TRUE	4	2.4697712931759998E-4	0.66	0.01	8	Synaptic/ neuron	protein	NA	biological regulation	regulation of biological process	binding	protein binding	-0.233658106981078	-0.115359710712962	No DS	DEP, no DEG, no DS
ANK2	ENSG00000145362	0.040843872147569	protein	neg	TRUE	3	8.911450474247048e-05	1	0.11	9	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.199531398776436	-0.0386477521738772	DS	DEP + DS
CBX8	ENSG00000141570	0.177932293145413	protein	pos	TRUE	11	9.2751460904298994E-3	1	0.04	5	Synaptic/ neuron	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.489303517859023	0.334343859608038	No DS	DEP + DEG, no DS
SLC9A7	ENSG00000065923	0.202183733854127	protein	neg	TRUE	3	1.7255276336691999E-3	1	0.04	6	Metabolism	protein	endosome	localization	establishment of localization	transporter	transmembrane transporter	-0.540565260563611	-0.27366954098033	No DS	DEP + DEG, no DS
SRPK1	ENSG00000096063	0.0479976563982639	protein	neg	TRUE	20	1.51480709788097E-2	1	0.07	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	ion binding	-0.214652786904585	-0.0591536395465998	No DS	DEP, no DEG, no DS
WASF1	ENSG00000112290	0.182209667850033	protein	neg	TRUE	11	2.7866434896744001E-3	1	0.06	8	Synaptic/ neuron	protein	cytoskeleton	cellular process	cellular component organization	binding	protein binding	-0.498344864482217	-0.160285204886023	No DS	DEP + DEG, no DS
NKIRAS2	ENSG00000168256	0.0922446007459966	protein	neg	TRUE	1	0	0.88	0.06	10	Autophagy	protein	cytoplasm	cellular process	cell communication	catalytic	hydrolase	-0.308180239721139	-0.0126065941516449	No DS	DEP, no DEG, no DS
YWHAQ	ENSG00000134308	0.141648292798843	protein	neg	TRUE	50	5.9535958128767601E-2	1	0.06	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular component organization	binding	protein binding	-0.412607823265063	-0.110789564129308	No DS	DEP, no DEG, no DS
PDZD11	ENSG00000120509	0.418438880173074	protein	pos	TRUE	4	8.2233219092330001E-4	1	0.06	9	Synaptic/ neuron	protein	plasma_membrane	cellular process	cell communication	binding	protein binding	0.997676893736054	-0.0262658055586157	No DS	DEP, no DEG, no DS
CPT1C	ENSG00000169169	0.221882944655825	protein	pos	TRUE	1	0	1	0.09	9	Synaptic/ neuron	protein	mitochondria	metabolic process	cellular metabolic process	catalytic	transferase	0.582204678515273	0.0003376330231385	No DS	DEP, no DEG, no DS
PREPL	ENSG00000138078	0.18205550297832	protein	neg	TRUE	1	0	1	0.02	7	Metabolism	protein	golgi	biological regulation	regulation of biological process	catalytic	hydrolase	-0.498018996832425	-0.246941498047277	No DS	DEP + DEG, no DS
SLC44A2	ENSG00000129353	0.092443413758854	protein	neg	TRUE	3	2.8917192507278001E-3	1	0.02	2	Metabolism	protein	vesicle	localization	establishment of localization	transporter	neurotransmitter transporter	-0.308600482857777	-0.201055658063819	No DS	DEP + DEG, no DS
PCBP3	ENSG00000183570	0.242509770048437	protein	neg	TRUE	5	1.3838087913726001E-3	1	0.07	1	Nuclear/RBP/TF	protein	extracellular	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	-0.625804851749871	-0.919193661171427	DS	DEP + DS
NARS2	ENSG00000137513	0.100341050338384	protein	neg	TRUE	3	2.270774580418E-4	1	0.03	7	Metabolism	protein	mitochondria	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	-0.325294196817984	-0.0402150504081946	DS	DEP + DS
RCC1	ENSG00000180198	0.0747536600511807	protein	pos	TRUE	8	4.0788970795924001E-3	0.97	0.05	2	Metabolism	protein	nucleus	cellular process	cell cycle	binding	protein binding	0.271208576374281	0.188202738755659	No DS	DEP + DEG, no DS
CNOT10	ENSG00000182973	0.343827406319072	protein	pos	TRUE	6	2.7221414117199999E-4	1	0.03	0	Nuclear/RBP/TF	protein	protein complex	biological regulation	regulation of biological process	binding	protein binding	0.839966091254135	-0.091142126320603	No DS	DEP, no DEG, no DS
ALCAM	ENSG00000170017	0.21356808166998	protein	neg	TRUE	1	0	1	0.15	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular component organization	binding	protein binding	-0.564629047767234	-0.423132763489734	No DS	DEP + DEG, no DS
PLXNA4	ENSG00000221866	0.0807496214040939	protein	neg	TRUE	6	1.8301887947663E-3	0.85	0	8	Synaptic/ neuron	protein	protein complex	multicellular organismal process	multicellular organism development	molecular transducer	signaling receptor	-0.283882603943672	-0.103934272104539	No DS	DEP, no DEG, no DS
CLCN4	ENSG00000073464	0.160750818033395	protein	neg	TRUE	2	2.7700831024930002E-3	1	0.05	2	Metabolism	protein	ER	localization	establishment of localization	transporter	transmembrane transporter	-0.452985990704395	-0.0741069605372654	No DS	DEP, no DEG, no DS
SEMA6D	ENSG00000137872	0.16086436333286	protein	neg	TRUE	2	0	1	0.02	8	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.453225998298022	-0.164391553455196	DS	DEP + DS
RPS29	ENSG00000213741	0.173942800541196	protein	neg	TRUE	9	4.4797967871527998E-3	1	0.04	1	Nuclear/RBP/TF	protein	ribosome	metabolic process	nitrogen compound metabolic process	binding	ion binding	-0.480870685110833	0.276779555085783	No DS	DEP + DEG, no DS
RAI14	ENSG00000039560	0.157706121423373	protein	pos	TRUE	10	4.4279947405338003E-3	1	0.08	8	Synaptic/ neuron	protein	nucleus	reproduction	sexual reproduction	binding	protein binding	0.446550230614463	0.0512826936058005	No DS	DEP, no DEG, no DS
PRKY	NA	0.130591699513414	protein	pos	TRUE	1	0	0.66	0	2	Metabolism	protein	NA	metabolic process	nitrogen compound metabolic process	catalytic	transferase	0.389236830712719	NA	No DS	NA
INPP5F	ENSG00000198825	0.0916034717781101	protein	neg	TRUE	2	4.7367377388799999E-4	0.79	0.03	2	Metabolism	protein	vesicle	biological regulation	regulation of biological process	catalytic	hydrolase	-0.306825046494188	-0.249450162060386	DS	DEP + DS
GRPEL1	ENSG00000109519	0.263172529233512	protein	pos	TRUE	13	9.0509648091051005E-3	1	0.06	7	Metabolism	protein	mitochondria	cellular process	protein folding	binding	protein binding	0.669480980423398	0.132701491817665	No DS	DEP, no DEG, no DS
BABAM1	ENSG00000105393	0.227855886862648	protein	pos	TRUE	3	1.0767954352249999E-4	1	0.06	9	Synaptic/ neuron	protein	nucleus	cellular process	cellular response to stimulus	binding	protein binding	0.594830049117915	0.119143706392845	No DS	DEP, no DEG, no DS
MRPL47	ENSG00000136522	0.257379583456147	protein	neg	TRUE	7	1.2560648087887E-3	1	0.07	1	Nuclear/RBP/TF	protein	mitochondria	metabolic process	nitrogen compound metabolic process	structural molecule	structural constituent of ribosome	-0.657236079202571	0.0639963465893972	No DS	DEP, no DEG, no DS
DDAH1	ENSG00000153904	0.117527008859521	protein	neg	TRUE	3	1.0456660521321001E-3	1	0.03	12	Autophagy	protein	extracellular	biological regulation	regulation of biological process	catalytic	hydrolase	-0.361621200826686	-0.185620390683503	No DS	DEP + DEG, no DS
ECHDC1	ENSG00000093144	0.13972332102847	protein	pos	TRUE	3	5.4321828054740002E-4	1	0.08	5	Synaptic/ neuron	protein	extracellular	metabolic process	catabolic process	catalytic	lyase	0.408538893555207	0.136685290194103	No DS	DEP, no DEG, no DS
BCKDHA	ENSG00000248098	0.125740122972191	protein	neg	TRUE	10	2.8789599503325001E-3	1	0.11	7	Metabolism	protein	mitochondria	metabolic process	nitrogen compound metabolic process	catalytic	oxidoreductase	-0.378981758803592	-0.0949850134951641	No DS	DEP, no DEG, no DS
TRPM5	NA	0.125430336728517	protein	neg	TRUE	1	0	0.99	0.1	4	Synaptic/ neuron	protein	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	-0.378326944810999	NA	No DS	NA
CNOT3	ENSG00000088038	0.102126363764524	protein	pos	TRUE	7	4.662473295303E-4	0.85	0.17	0	Nuclear/RBP/TF	protein	protein complex	biological regulation	regulation of biological process	binding	protein binding	0.329067922205976	-0.0600968516401736	No DS	DEP, no DEG, no DS
EIF4B	ENSG00000063046	0.139005797053931	protein	pos	TRUE	12	3.121741637051E-3	0.98	0.09	0	Nuclear/RBP/TF	protein	protein complex	cellular process	cellular component organization	binding	organic cyclic compound binding	0.407022219564208	0.144660822745144	No DS	DEP + DEG, no DS
TM9SF2	ENSG00000125304	0.14376116171943	protein	neg	TRUE	2	2.8644135479989998E-4	1	0.03	6	Metabolism	protein	extracellular	localization	macromolecule localization	NA	NA	-0.417073922589905	0.0098103157767283	No DS	DEP, no DEG, no DS
NCKAP1	ENSG00000061676	0.113586533073306	protein	neg	TRUE	15	5.9914128137631998E-3	1	0.1	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cell communication	binding	protein binding	-0.35329197790287	-0.182858234816958	No DS	DEP + DEG, no DS
PLEKHA1	ENSG00000107679	0.11186501531546	protein	neg	TRUE	5	2.3442741149426998E-3	1	0.07	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular response to stimulus	binding	protein binding	-0.349653101292443	-0.197813815246573	No DS	DEP + DEG, no DS
NPM3	ENSG00000107833	0.200093059311192	protein	pos	TRUE	10	3.6105173911984002E-3	1	0.06	1	Nuclear/RBP/TF	protein	nucleus	cellular process	cellular component organization	binding	protein binding	0.536146074842391	0.462234546570235	No DS	DEP + DEG, no DS
ETFDH	ENSG00000171503	0.167853233620033	protein	neg	TRUE	5	6.2896385134810005E-4	1	0.07	7	Metabolism	protein	mitochondria	metabolic process	cellular metabolic process	catalytic	oxidoreductase	-0.467998797768367	0.0498091063274693	No DS	DEP, no DEG, no DS
SMC5	ENSG00000198887	0.349208275018243	protein	neg	TRUE	4	7.5408909327470003E-4	1	0.1	5	Synaptic/ neuron	protein	nucleus	cellular process	cellular response to stimulus	binding	protein binding	-0.851339960134634	-0.165688206551426	No DS	DEP, no DEG, no DS
TIAL1	ENSG00000151923	0.663505234633866	protein	pos	TRUE	15	5.5137204127385002E-3	1	0.06	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.219695052777428	0.188486447908165	No DS	DEP + DEG, no DS
ZNF462	ENSG00000148143	0.282485921687283	protein	pos	TRUE	2	7.647149410982007e-05	1	0.04	3	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.710304870707253	0.426976687092045	DS	DEP + DS
GTF2E1	ENSG00000153767	0.327640307734543	protein	pos	TRUE	4	5.9691257029060002E-4	1	0.1	0	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.805750438141379	-0.0352165131560484	No DS	DEP, no DEG, no DS
PRKAA2	ENSG00000162409	0.211413408631957	protein	neg	TRUE	11	5.076235422482E-3	1	0.05	8	Synaptic/ neuron	protein	nucleus	biological regulation	regulation of biological process	catalytic	transferase	-0.560074584541141	-0.170324590569304	No DS	DEP, no DEG, no DS
APBA1	ENSG00000107282	0.165753003609772	protein	neg	TRUE	6	4.7410526684319999E-4	1	0.1	11	Synaptic/ neuron	protein	vesicle	cellular process	cell communication	binding	protein binding	-0.463559414075679	-0.493042330842723	No DS	DEP + DEG, no DS
SEPTIN3	NA	0.0553738981835567	protein	neg	TRUE	7	1.6707731206846001E-3	1	0.11	5	Synaptic/ neuron	protein	NA	NA	NA	NA	NA	-0.230244397030603	NA	No DS	NA
RAB8B	ENSG00000166128	0.039641936233752	protein	pos	TRUE	7	3.0278452092911E-3	0.99	0.03	11	Synaptic/ neuron	protein	peroxisome	cellular process	cellular component organization	binding	protein binding	0.196990793857267	0.0906975359020919	No DS	DEP, no DEG, no DS
FAM3C	ENSG00000196937	0.0672681249884083	protein	neg	TRUE	6	2.5412394303812001E-3	0.93	0.15	6	Metabolism	protein	extracellular	cellular process	secretion by cell	binding	protein binding	-0.255385946411677	0.051861383339123	No DS	DEP, no DEG, no DS
SARS2	ENSG00000104835	0.121392823958345	protein	neg	TRUE	4	1.8945115670197001E-3	0.81	0.01	1	Nuclear/RBP/TF	protein	mitochondria	metabolic process	nitrogen compound metabolic process	catalytic	ligase	-0.36979260892238	-0.226453282664491	No DS	DEP, no DEG, no DS
CTNND1	ENSG00000198561	0.0592237413731859	protein	pos	TRUE	8	5.3168913287544002E-3	0.91	0.08	8	Synaptic/ neuron	protein	extracellular	cellular process	cellular component organization	binding	protein binding	0.238382044332063	0.141187516746717	No DS	DEP + DEG, no DS
RAB6B	ENSG00000154917	0.0354614083134979	protein	neg	TRUE	10	3.2330567891973999E-3	0.94	0.02	11	Synaptic/ neuron	protein	golgi	localization	establishment of localization	binding	protein binding	-0.188154158162448	0.0044888447432293	No DS	DEP, no DEG, no DS
SMAP1	ENSG00000112305	0.0674447249920751	protein	neg	TRUE	2	8.653690796754369e-05	0.99	0.17	8	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.255759236562078	-0.0596143655756811	No DS	DEP, no DEG, no DS
SLIT1	ENSG00000187122	0.247593301776892	protein	neg	TRUE	2	0	1	0.08	10	Autophagy	protein	extracellular	multicellular organismal process	multicellular organism development	binding	protein binding	-0.63655022142191	-0.201111790961978	No DS	DEP + DEG, no DS
RIMS3	ENSG00000117016	0.0641859245461313	protein	pos	TRUE	2	4.582997114154106e-05	0.8	0.06	1	Nuclear/RBP/TF	protein	plasma_membrane	biological regulation	regulation of biological quality	binding	protein binding	0.248870912194382	-0.0819190929983738	No DS	DEP, no DEG, no DS
ITGA3	ENSG00000005884	0.214866945956085	protein	neg	TRUE	5	2.1833793369926001E-3	1	0.04	8	Synaptic/ neuron	protein	plasma_membrane	multicellular organismal process	multicellular organism development	binding	protein binding	-0.567374536072123	0.281421680462038	DS	DEP + DS
BMERB1	NA	0.223253437553788	protein	neg	TRUE	2	8.028345617023768e-05	1	0.08	3	Nuclear/RBP/TF	protein	NA	NA	NA	NA	NA	-0.585101572566131	NA	No DS	NA
RAD21	ENSG00000164754	0.154614929598682	protein	pos	TRUE	13	6.0781673014562998E-3	0.99	0.09	3	Nuclear/RBP/TF	protein	nucleus	cellular process	cell cycle	binding	protein binding	0.440016190766228	-0.187397311852282	No DS	DEP + DEG, no DS
STUB1	ENSG00000103266	0.145431494139134	protein	pos	TRUE	23	2.4407657621165899E-2	1	0.02	9	Synaptic/ neuron	protein	protein complex	cellular process	cellular response to stimulus	binding	protein binding	0.420604605643273	0.072717484557757	No DS	DEP, no DEG, no DS
CCT3	ENSG00000163468	0.0595989421580301	protein	neg	TRUE	23	1.7421618760823002E-2	0.63	0.02	9	Synaptic/ neuron	protein	protein complex	biological regulation	regulation of biological process	binding	protein binding	-0.239175129012114	0.0219529419406854	No DS	DEP, no DEG, no DS
SORT1	ENSG00000134243	0.0760721034900241	protein	pos	TRUE	10	6.7354043898476997E-3	0.95	0.06	12	Autophagy	protein	golgi	biological regulation	regulation of biological process	binding	protein binding	0.273995450323104	0.0190390743225085	No DS	DEP, no DEG, no DS
WARS	ENSG00000140105	0.118285275033025	protein	neg	TRUE	1	0	0.95	0.05	9	Synaptic/ neuron	protein	extracellular	biological regulation	regulation of biological process	binding	protein binding	-0.363223994077391	-0.0802731697005872	No DS	DEP, no DEG, no DS
SEMA4C	ENSG00000168758	0.23183084351657	protein	neg	TRUE	13	8.8982704833587001E-3	1	0.01	8	Synaptic/ neuron	protein	vesicle	cellular process	cellular developmental process	binding	protein binding	-0.603232156345385	-0.0449512588901894	No DS	DEP, no DEG, no DS
FDFT1	ENSG00000079459	0.132184779467332	protein	neg	TRUE	6	2.9348404985322001E-3	0.8	0.04	4	Synaptic/ neuron	protein	ER	metabolic process	primary metabolic process	catalytic	transferase	-0.392604220538605	0.038447051553956	No DS	DEP, no DEG, no DS
CNTNAP2	ENSG00000174469	0.139210787374442	protein	neg	TRUE	2	1.1991409952196866e-05	1	0.09	4	Synaptic/ neuron	protein	plasma_membrane	multicellular organismal process	multicellular organism development	binding	protein binding	-0.407455520051101	-0.0866908893280357	No DS	DEP, no DEG, no DS
JAM3	ENSG00000166086	0.153057936380596	protein	pos	TRUE	3	2.062127449243E-4	1	0.04	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	movement of cell or subcellular component	binding	protein binding	0.436725079664956	0.159741136646879	No DS	DEP + DEG, no DS
FOXRED1	ENSG00000110074	0.106284889139984	protein	neg	TRUE	4	1.0815258558943999E-3	1	0.03	7	Metabolism	protein	mitochondria	cellular process	cellular component organization	catalytic	oxidoreductase	-0.337858049785932	0.0107017100715741	No DS	DEP, no DEG, no DS
STRBP	ENSG00000165209	0.0389122444301976	protein	neg	TRUE	9	2.8998664788190999E-3	1	0.08	1	Nuclear/RBP/TF	protein	nucleus	multicellular organismal process	multicellular organism development	binding	organic cyclic compound binding	-0.195448399987281	-0.0041705641661168	No DS	DEP, no DEG, no DS
TBCEL	ENSG00000154114	0.0890176611145982	protein	pos	TRUE	4	1.6620924795334E-3	1	0.07	5	Synaptic/ neuron	protein	cytoskeleton	NA	NA	binding	protein binding	0.301359261491646	0.153460403876793	No DS	DEP, no DEG, no DS
